VISTA DEL PARQUE SPA POOL,2023-09-11,,5920 S PACIFIC COAST HWY ,REDONDO BEACH,PR0059039
MAR VISTA SWIMMING POOL,2022-11-08,,11655 PALMS BLVD ,LOS ANGELES,PR0126308
PAN PACIFIC SWIMMING POOL,2025-01-02,,141 S GARDNER ST ,LOS ANGELES,PR0123811
WOODLAND HILLS SWIMMING POOL,2023-07-31,,5858 SHOUP AVE ,WOODLAND HILLS,PR0124453
VONS MARKET #2169 - BAKERY,2025-04-13,97,435 W FOOTHILL BLVD ,GLENDORA,PR0143622
NORTHRIDGE POOL & WATERSLIDE SWIMMING POOL,2025-10-03,,10058 RESEDA BLVD ,NORTHRIDGE,PR0126417
ELDER PARK POOL WADING POOL,2025-08-28,,1950 WILCOX AVE ,MONTEREY PARK,PR0124065
GARVEY PARK SPLASH PAD,2025-07-24,,3233 KELBURN AVE ,ROSEMEAD,PR0126542
#209  DODGER DOG TRADITIONAL,2025-07-19,99,1000 VIN SCULLY AVE,LOS ANGELES,PR0043752
CARRY ON FRESH MARKET,2025-01-30,99,700 WORLD WAY,LOS ANGELES,PR0188612
BROOME STREET GENERAL STORE,2025-02-07,96,2912 ROWENA AVE ,LOS ANGELES,PR0033874
SILVERVIEW II,2022-01-26,,2330 DUANE ST ,LOS ANGELES,PR0009576
CHILD'S WORLD SCHOOL SWIMMING POOL,2023-07-11,,5414 CAPISTRANO AVE ,WOODLAND HILLS,PR0124432
CAMP EATON SWIMMING POOL,2021-04-26,,0 SULFUR SPRINGS RD,LA CANADA FLINTRIDGE,PR0123603
SOUTH PASADENA DISTRICT POOL SWIMMING POOL,2023-05-17,,1527 DIAMOND AVE ,SOUTH PASADENA,PR0124544
BIRRIERIA BARRAGAN,2022-04-28,96,6038 ATLANTIC BLVD,MAYWOOD,PR0198599
1818 W 4TH ST APTS,2022-01-03,,1818 W 4TH ST,LOS ANGELES,PR0207786
1326 CENTINELA AVE APTS,2021-09-22,,1326 CENTINELA AVE,LOS ANGELES,PR0210767
1012 W CLARK AVE APTS,2025-08-28,,1012 W CLARK AVE,BURBANK,PR0211166
933 2ND ST APTS,2021-09-22,,933 2ND ST,SANTA MONICA,PR0211369
2830 W 8TH ST APTS,2023-05-09,,2830 W 8TH ST,LOS ANGELES,PR0211483
CHURRO BOSS,2023-02-12,91,762 E SLAUSON AVE,LOS ANGELES,PR0214939
PENALOZA MARKET,2023-12-01,92,3223 CITY TERRACE DR,LOS ANGELES,PR0214987
COMMERCE MARKET,2025-03-11,97,10051 COMMERCE AVE,TUJUNGA,PR0215109
7-ELEVEN STORE 37063A,2026-02-26,95,9701 VALLEY BLVD,ROSEMEAD,PR0215333
1444 N VISTA ST APTS,2023-08-07,,1444 N VISTA ST ,LOS ANGELES,PR0194553
KOZANYAN - MEAT & LIQUOR,2026-02-27,93,1244 S GLENDALE ST # A,GLENDALE,PR0197346
7326 KESTER AVE APTS,2023-01-11,,7326 KESTER AVE,VAN NUYS,PR0215461
SAIGON NOODLE HOUSE,2025-10-22,92,1136 S DIAMOND BAR BLVD,DIAMOND BAR,PR0197586
VISTA LIQUOR STORE,2026-01-28,90,625 S GAFFEY ST,SAN PEDRO,PR0197708
7330 KESTER AVE APTS,2023-11-20,,7330 KESTER AVE,VAN NUYS,PR0215469
4248 3/4 ELIZABETH ST APTS,2023-12-12,,4248 3/4 ELIZABETH ST,CUDAHY,PR0215482
TORTAS AHOGADAS EL REY #1,2024-10-07,93,6503 PACIFIC BLVD STE 101,HUNTINGTON PARK,PR0215591
SIROODANG,2025-03-19,96,928 S WESTERN AVE STE 109,LOS ANGELES,PR0215628
EL SUPER DEPARTMENT STORE 502 - MEAT,2026-02-04,95,1035 S LA BREA AVE,INGLEWOOD,PR0215686
EL SUPER DEPARTMENT STORE 502 - GROCERY,2026-02-04,96,1035 S LA BREA AVE,INGLEWOOD,PR0215688
DEL SOLAR'S PRODUCE,2025-05-21,100,1252 ROLLAND CURTIS PL,LOS ANGELES,PR0197778
ISLAND PACIFIC SEAFOOD MARKET,2025-12-02,98,20922 ROSCOE BLVD,CANOGA PARK,PR0215694
9825 SUNLAND BLVD APTS,2025-07-17,,9825 SUNLAND BLVD,SUNLAND,PR0215717
JOE BEZERRA'S CHEVRON #3,2025-11-14,99,901 N ALAMEDA ST ,LOS ANGELES,PR0010612
EL SALTARIN,2025-11-12,95,666 S KALISHER ST ,SAN FERNANDO,PR0008265
PIONEER CASH & CARRY,2025-10-14,93,18601 S PIONEER BLVD ,ARTESIA,PR0004629
JACK IN THE BOX #315,2024-10-18,94,314 SAN FERNANDO MISSION BLVD ,SAN FERNANDO,PR0017669
EL TIO CARNITAS,2024-08-16,93,1903 N LONG BEACH BLVD ,COMPTON,PR0019438
CARL'S JR #440,2025-08-21,96,1439 E GAGE AVE ,LOS ANGELES,PR0030187
LAEMMLE NOHO 2,2025-07-08,99,5240 LANKERSHIM BLVD ,NORTH HOLLYWOOD,PR0007092
25790 PERLMAN PL HOA SPA POOL,2025-10-21,,25790 PERLMAN PL ,STEVENSON RANCH,PR0051798
AERO THEATER SNACK BAR,2023-10-26,95,1328 MONTANA AVE ,SANTA MONICA,PR0009674
KINGTREE PARK TOWN HOMES HOA,2023-03-30,,44200 N KINGTREE AVE ,LANCASTER,PR0012363
10718 DROXFORD ST HOA,2022-07-29,,10718 DROXFORD ST ,CERRITOS,PR0042259
HONG KONG BANJUM,2025-06-24,97,735 E 12TH ST STE 405,LOS ANGELES,PR0215854
7800 CLUB HOA                  SWIMMING POOL,2025-06-02,,7800 TOPANGA CANYON BLVD ,CANOGA PARK,PR0057614
LIBRARY BAR,2025-05-02,100,7000 HOLLYWOOD BLVD ,LOS ANGELES,PR0045543
MCDONALDS #0572,2025-07-02,94,1747 W EL SEGUNDO BLVD ,GARDENA,PR0014196
TEDDY'S BAR,2025-05-02,100,7000 HOLLYWOOD BLVD ,LOS ANGELES,PR0025406
CONCORD APTS SWIMMING POOL,2024-09-19,,324 N CONCORD ST ,GLENDALE,PR0049246
MCDONALD'S,2024-05-10,97,1600 MOUNTAIN AVE,DUARTE,PR0146530
7632 TOPANGA CANYON BLVD HOA SPA POOL,2025-06-02,,7632 TOPANGA CANYON BLVD ,CANOGA PARK,PR0060902
ANZA SOUTH APARTMENTS SWIMMING POOL,2024-09-17,,21010 ANZA AVE ,TORRANCE,PR0049946
27905 AVALON DR POOL SWIMMING POOL,2021-09-09,,27905 AVALON DR ,CANYON COUNTRY,PR0050261
OLIVE TREE SPA POOL,2023-05-02,,3725 GARNET ST ,TORRANCE,PR0049976
LEE WARE PARK POOL SWIMMING POOL,2025-03-19,,22310 WARDHAM AVE ,HAWAIIAN GARDENS,PR0124803
LITTLE CEASARS #5945,2025-01-16,96,10714 S WESTERN AVE # 106A,LOS ANGELES,PR0014356
DALTON PARK SPLASH PAD INTERACTIVE WATER FEATURE,2025-07-23,,18867 E ARMSTEAD ST ,AZUSA,PR0126296
SPROUTS FARMERS MKT#257,2025-10-14,99,400 W HUNTINGTON DR ,MONROVIA,PR0046665
DEVON PARK,2021-07-06,,17801 DEVONSHIRE ST ,NORTHRIDGE,PR0014755
THE BROOK OF CLAREMONT,2022-07-21,,618 S SYCAMORE AVE ,CLAREMONT,PR0038760
27905 AVALON DR POOL SPA POOL,2021-09-09,,27905 AVALON DR ,CANYON COUNTRY,PR0050262
PARKSIDE VILLA,2021-09-03,,10126 RESEDA BLVD ,NORTHRIDGE,PR0031891
GEEZER'S,2025-10-10,98,12120 E TELEGRAPH RD ,SANTA FE SPRINGS,PR0040220
MERRIDY VILLAGE HOA,2021-08-20,,17740 MERRIDY ST ,NORTHRIDGE,PR0019390
18411 PLUMMER ST HOA,2021-09-28,,18411 PLUMMER ST ,NORTHRIDGE,PR0044961
EL PATIO THE VERDUGO 2 HOA SWIMMING POOL,2024-10-28,,321 E FAIRVIEW AVE ,GLENDALE,PR0055002
25790 PERLMAN PL HOA SWIMMING POOL,2025-10-21,,25790 PERLMAN PL ,STEVENSON RANCH,PR0051797
STARBUCKS COFFEE,2025-08-20,93,1437 E GAGE AVE STE A,LOS ANGELES,PR0024870
NORTHPARK TOWNHOMES,2023-04-22,,10022 RESEDA BLVD ,NORTHRIDGE,PR0121537
MILANO APARTMENTS SWIMMING POOL,2024-10-31,,20810 ANZA AVE ,TORRANCE,PR0049944
OLIVE TREE SWIMMING POOL,2023-05-02,,3725 GARNET ST ,TORRANCE,PR0049977
MR & MRS LIQUOR MARKET,2025-12-12,98,5465 DEL AMO BLVD ,LAKEWOOD,PR0033295
27636 ATLAS LN POOL SPA POOL,2021-09-08,,27636 ATLAS LN ,CANYON COUNTRY,PR0051811
LA CIMA HOA SWIMMING POOL,2023-07-31,,11 VIA LA CIMA,ROLLING HILLS ESTATES,PR0053673
WINCHELL'S DONUTS #9201,2025-04-08,95,928 W FLORENCE AVE ,LOS ANGELES,PR0014843
CLUB BAHIA,2025-02-20,95,1130 W SUNSET BLVD ,LOS ANGELES,PR0034188
CAFE DE LECHE,2025-02-19,98,5000 YORK BLVD ,LOS ANGELES,PR0041192
TOMMY'S HAMBURGERS,2025-09-23,93,7200 SEVILLE AVE ,HUNTINGTON PARK,PR0013458
GARNET ARMS SPA POOL,2023-02-17,,3556 GARNET ST ,TORRANCE,PR0049972
SHAKEYS PIZZA PARLOR #4,2025-05-27,90,2522 E FLORENCE AVE ,HUNTINGTON PARK,PR0038616
FORTUNE BAKERY,2026-02-23,98,700 W LAS TUNAS DR ,SAN GABRIEL,PR0043398
DOMINO'S PIZZA,2024-08-27,98,10948 E IMPERIAL HWY STE #104,NORWALK,PR0042671
GARNET ONE SWIMMING POOL,2023-06-20,,3707 GARNET ST ,TORRANCE,PR0049973
LA ADELITA FOODS,2025-06-13,93,1000 E WASHINGTON BLVD STE 108,LOS ANGELES,PR0127613
27636 ATLAS LN POOL SWIMMING POOL,2021-09-08,,27636 ATLAS LN ,CANYON COUNTRY,PR0051810
WESTCHESTER GOLF COURSE S BA,2025-08-29,94,6900 W MANCHESTER AVE ,LOS ANGELES,PR0033097
MARISELA MINI MARKET,2025-12-03,97,2146 W VENICE BLVD ,LOS ANGELES,PR0001073
WETZEL'S PRETZELS,2024-09-06,98,24201 VALENCIA BLVD STE #156,VALENCIA,PR0038589
LAUREL WOOD APTS SWIMMING POOL,2024-09-16,,20606 ANZA AVE ,TORRANCE,PR0057189
SUBWAY SANDWICHES,2025-02-06,97,13575 GLENOAKS BLVD ,SYLMAR,PR0041974
KAREN'S DONUTS,2025-03-05,93,1407 E GAGE AVE STE #B,LOS ANGELES,PR0045728
FAIRVIEW APTS SWIMMING POOL,2024-10-28,,405 E FAIRVIEW AVE ,GLENDALE,PR0055004
7632 TOPANGA CANYON BLVD HOA SWIMMING POOL,2025-06-02,,7632 TOPANGA CANYON BLVD ,CANOGA PARK,PR0060901
ROSEDALE PROMENADE POOL/SPA SPA POOL,2026-03-27,,830 E PARKVIEW DR ,AZUSA,PR0126300
THE BROOK OF CLAREMONT SWIMMING POOL,2022-07-21,,618 S SYCAMORE AVE ,CLAREMONT,PR0059405
EL ABUELO,2024-10-23,90,452 N MACLAY AVE ,SAN FERNANDO,PR0016259
THE RESORT AT ROSEDALE SWIMMING POOL,2025-12-23,,740 E SIERRA MADRE AVE ,AZUSA,PR0126524
7650 TOPANGA CANYON BLVD HOA SWIMMING POOL,2024-10-04,,7650 TOPANGA CANYON BLVD ,CANOGA PARK,PR0059179
VIVA BARGAIN,2025-11-21,98,170 S VERMONT AVE ,LOS ANGELES,PR0046125
CITRUS COVE COMMUNITY POOL SWIMMING POOL,2025-10-24,,851 E FOOTHILL BLVD ,AZUSA,PR0126258
ANZA NORTH APTS. SWIMMING POOL,2024-09-16,,20620 ANZA AVE ,TORRANCE,PR0057190
STANFRED DRUGS,2026-02-05,99,8031 VINELAND AVE ,SUN VALLEY,PR0017633
CORBIN BOWLING CENTER,2025-02-08,95,19616 VENTURA BLVD ,TARZANA,PR0033591
LOS ANTOJITOS MEXICAN REST,2024-05-15,93,2122 E 1ST ST ,LOS ANGELES,PR0030149
POPEYES CHICKEN,2025-09-17,93,8530 S FIGUEROA ST ,LOS ANGELES,PR0039705
THE RESORT AT ROSEDALE WADING POOL,2025-12-23,,740 E SIERRA MADRE AVE ,AZUSA,PR0126526
EL SUPER-TORTILLERIA,2025-10-24,97,1301 E GAGE AVE ,LOS ANGELES,PR0020167
LUPITAS RESTAURANT #1,2024-05-15,93,2214 E 1ST ST ,LOS ANGELES,PR0005028
SHIRIN,2024-09-25,93,21826 VENTURA BLVD ,WOODLAND HILLS,PR0031162
MARRIOTT INTERNATIONAL,2026-03-31,,14400 AVIATION BLVD ,HAWTHORNE,PR0136120
EL CANEY MEAT MARKET,2025-09-18,95,4600 MAPLEWOOD AVE ,LOS ANGELES,PR0007225
WALNUT PRODUCE MARKET,2025-06-09,98,2690 E FLORENCE AVE ,HUNTINGTON PARK,PR0011504
SWEET FACTORY SANTA ANITA,2025-10-27,98,400 S BALDWIN AVE STE 712L,ARCADIA,PR0027559
YANG GANE,2024-10-16,90,1676 W 11TH ST ,LOS ANGELES,PR0031340
UN SOLO SOL KITCHEN,2024-06-24,96,1818 E 1ST ST ,LOS ANGELES,PR0047289
SAL'S LIQUOR,2026-01-29,98,8035 VINELAND AVE ,SUN VALLEY,PR0021123
25790 PERLMAN PL HOA SPA POOL,2024-09-08,,25790 PERLMAN PL ,STEVENSON RANCH,PR0051828
ISAAC'S MOBIL,2025-12-29,98,2608 W TEMPLE ST ,LOS ANGELES,PR0023931
BELAIR OIL INC,2025-12-01,93,800 N SEPULVEDA BLVD ,LOS ANGELES,PR0041705
BIG SAVER FOOD MARKET,2025-04-09,94,5829 S COMPTON AVE ,LOS ANGELES,PR0014950
LEE'S MARKET,2025-02-11,93,4801 S AVALON BLVD ,LOS ANGELES,PR0002042
THE BROOK OF CLAREMONT SPA POOL,2022-07-21,,618 S SYCAMORE AVE ,CLAREMONT,PR0059406
25790 PERLMAN PL HOA SWIMMING POOL,2024-09-08,,25790 PERLMAN PL ,STEVENSON RANCH,PR0051827
HABACHIHANA GRILL,2024-09-05,95,7549 ALONDRA BLVD,PARAMOUNT,PR0246159
WINGSTOP #1752,2025-11-06,98,528 E MANCHESTER AVE,LOS ANGELES,PR0247092
LA MICHOACANA BOYLE HEIGHTS,2024-03-06,95,2328 E CESAR CHAVEZ AVE,LOS ANGELES,PR0227537
OSUNA'S RESTAURANT,2025-09-23,90,18746 AMAR RD,WALNUT,PR0200632
REGENCY DETROIT MANOR SPA POOL,2024-08-27,,1530 N DETROIT ST ST,LOS ANGELES,PR0235914
WHOLE FOODS MARKET SHM,2025-03-16,97,14311 VENTURA BLVD,SHERMAN OAKS,PR0245697
REGENCY DETROIT MANOR SWIMMING POOL,2024-08-27,,1530 N DETROIT ST ST,LOS ANGELES,PR0235913
ARCO AM/PM #6545,2026-02-27,96,13550 BEACH BLVD ,LA MIRADA,PR0030631
COAST FITNESS SPA POOL,2025-10-28,,5005 W EL SEGUNDO BLVD ,HAWTHORNE,PR0125451
KESWICK VILLAS SWIMMING POOL,2025-09-12,,20235 KESWICK ST ,WINNETKA,PR0053881
SUNNYLAND MAGNOLIA HOA,2022-09-21,,12049 MAGNOLIA ST ,EL MONTE,PR0032515
PACIFIC VIEW OWNER ASSOC,2021-11-22,,2357 PALOS VERDES DR W ,PALOS VERDES ESTATES,PR0036700
GENOA HOME OWNERS ASSN,2022-09-12,,121 GENOA ST ,ARCADIA,PR0020827
1930 WASHINGTON HOA,2023-05-03,,1922 WASHINGTON AVE ,SANTA MONICA,PR0009037
SUBWAY #42807,2025-11-19,93,8310 S VERMONT AVE ,LOS ANGELES,PR0048229
AMERICAN LEGION POST #180,2024-06-25,94,819 N LOREN AVE ,AZUSA,PR0008383
TOMMY'S,2024-08-12,95,1717 COLORADO BLVD ,LOS ANGELES,PR0028210
SUBWAY #44088,2025-02-24,97,443 N VINCENT AVE ,COVINA,PR0032681
DALE'S LIQUOR MARKET,2026-01-14,97,14915 VANOWEN ST ,VAN NUYS,PR0031313
LA COUNTY POOL BARRY & NIDORF JUVENILE HALL SWIMMING POOL,2026-02-24,,16350 FILBERT ST ,SYLMAR,PR0124587
MARISCOS TIJUANA #2,2025-10-09,98,15014 S PRAIRIE AVE ,HAWTHORNE,PR0004230
POOL,2025-10-07,,19440 WYANDOTTE ST ,RESEDA,PR0052548
JUBILEE DONUTS,2026-01-20,85,4205 BEVERLY BLVD ,LOS ANGELES,PR0026399
WP 24,2025-03-10,90,900 W OLYMPIC BLVD ,LOS ANGELES,PR0044347
LINDLEY LIQUOR,2026-01-13,98,7137 LINDLEY AVE,RESEDA,PR0024684
RUBY BAKERY,2024-11-05,95,5042 EAGLE ROCK BLVD ,LOS ANGELES,PR0022153
HOLLYWOOD JUICE BAR,2025-07-14,91,7021 HOLLYWOOD BLVD ,LOS ANGELES,PR0021828
CVS/PHARMACY #8841,2026-01-09,98,11623 ROSECRANS AVE ,NORWALK,PR0010093
NOAH'S NEW YORK BAGELES,2025-11-05,95,21917 VENTURA BLVD ,WOODLAND HILLS,PR0028965
STONEVIEW NATURE CENTER,2024-01-09,97,5950 STONEVIEW DR,CULVER CITY,PR0192157
PIZZA HUT #758210,2024-10-18,99,331 N CITRUS AVE ,AZUSA,PR0045026
KESWICK VILLAS SPA POOL,2025-09-12,,20235 KESWICK ST ,WINNETKA,PR0053880
COSTCO #1071 BAKERY,2025-03-05,98,13550 PAXTON ST ,PACOIMA,PR0047035
KESWICK PATIO HOA SWIMMING POOL,2025-09-12,,20155 KESWICK ST ,WINNETKA,PR0060038
FRONTIER DONUTS,2024-11-04,98,495 S CITRUS AVE ,AZUSA,PR0046770
KENK USA,2025-12-19,98,1386 E LAS TUNAS DR ,SAN GABRIEL,PR0039548
2930 W 7TH ST APTS,2022-07-22,,2930 W 7TH ST ,LOS ANGELES,PR0194805
VILLAGE LIQUOR,2025-11-12,97,12527 E ALONDRA BLVD ,NORWALK,PR0023513
LANARK SWIMMING POOL,2024-01-11,,21817 STRATHERN ST ,CANOGA PARK,PR0125005
COLORADO DONUTS,2024-08-08,95,1578 COLORADO BLVD STE 14,LOS ANGELES,PR0036598
CARNIVAL,2026-03-26,97,17615 SHERMAN WAY # 17,VAN NUYS,PR0026124
3429 CAROLINE AVE APTS,2023-08-03,,3429 CAROLINE AVE ,CULVER CITY,PR0196144
10917 ROCHESTER AVE APTS SPA POOL,2021-06-11,,10917 ROCHESTER AVE ,LOS ANGELES,PR0196227
TOTTINO'S PIZZA,2025-08-11,92,2216 W EL SEGUNDO BLVD ,GARDENA,PR0025987
M'DEARS BAKERY & BISTRO,2025-04-11,96,7717 S WESTERN AVE ,LOS ANGELES,PR0022689
VICTORIA MARKET,2025-02-19,95,11149 S VERMONT AVE ,LOS ANGELES,PR0030583
R BAR,2024-08-08,96,3331 W 8TH ST ,LOS ANGELES,PR0024200
VERDUGO,2024-09-19,91,3408 VERDUGO RD ,LOS ANGELES,PR0042143
KIKKA,2024-03-06,99,11666 NATIONAL BLVD ,LOS ANGELES,PR0045611
BAJA RANCH SUPERMARKET,2025-10-27,98,328 W HUNTINGTON DR ,MONROVIA,PR0007186
NAYADA THAI CUISINE,2024-01-04,92,11401 CARSON ST STE #A,LAKEWOOD,PR0005429
BOULEVARD BURGERS,2025-10-14,80,4401 FLORENCE AVE,BELL,PR0144415
RODEO MEXICAN GRILL #2,2025-04-30,96,1721 W OLYMPIC BLVD ,LOS ANGELES,PR0047247
CHINESE BISTRO,2023-12-05,92,42815 30TH ST W # 101,LANCASTER,PR0198715
SUSHI GO 55,2025-09-30,92,333 S ALAMEDA ST STE 317,LOS ANGELES,PR0047302
TAM'S BURGER #24,2025-03-25,90,6620 S CENTRAL AVE ,LOS ANGELES,PR0002389
CHURCH'S FRIED CHICKEN #663,2024-07-29,90,7205 S VERMONT AVE ,LOS ANGELES,PR0026456
MENCHIE'S WOODLAND HILLS,2025-03-06,98,20968 VENTURA BLVD STE 1,WOODLAND HILLS,PR0033693
NORTHGATE MARKET - BAKERY,2025-05-14,98,2633 SANTA ANA ST ,SOUTH GATE,PR0032162
HOA,2023-05-18,,819 19TH ST UNIT #C,SANTA MONICA,PR0031369
438 S ARNAZ DR HOA,2022-07-06,,438 S ARNAZ DR ,LOS ANGELES,PR0047569
COSTERO / BRASSERIE,2024-12-22,97,6101 W CENTURY BLVD,LOS ANGELES,PR0122708
JACK IN THE BOX #3580,2025-07-02,97,11400 S FIGUEROA ST ,LOS ANGELES,PR0024185
ROCKPOINTE HOA INC           SWIMMING POOL,2024-08-31,,22350 DEVONSHIRE ST ,CHATSWORTH,PR0052768
COURTYARD BY MARRIOTT,2025-07-09,93,15433 VENTURA BLVD ,SHERMAN OAKS,PR0031438
ROCKPOINTE HOA INC           SWIMMING POOL,2024-08-31,,22350 DEVONSHIRE ST ,CHATSWORTH,PR0052766
PANADERIA HISPANO AMERICANA,2025-04-08,87,146 E MARTIN LUTHER KING JR BLVD,LOS ANGELES,PR0000890
FAIR AVE HOMEOWNERS SWIMMING POOL,2025-05-19,,5706 FAIR AVE ,NORTH HOLLYWOOD,PR0050991
TUDOR PATIO,2021-06-22,,1140 N LYMAN AVE ,COVINA,PR0038342
CASTELLANA III APTS SPA POOL,2023-05-11,,3710 GARNET ST ,TORRANCE,PR0049974
ARNAZ PLAZA HOA ASSOC.,2021-08-24,,412 S ARNAZ DR ,LOS ANGELES,PR0005699
SPRINGHILL SUITES/MARRIOTT,2026-03-31,,14620 AVIATION BLVD,HAWTHORNE,PR0135937
CASA GRANDE SPA POOL,2024-12-26,,3649 GARNET ST ,TORRANCE,PR0060438
ARNAZ CROWN HOA,2022-09-13,,435 S ARNAZ DR ,LOS ANGELES,PR0039214
ROCKPOINTE HOA INC           SWIMMING POOL,2024-08-31,,22350 DEVONSHIRE ST ,CHATSWORTH,PR0052767
ROCKPOINTE HOA INC           WADING POOL,2024-08-31,,22350 DEVONSHIRE ST ,CHATSWORTH,PR0052765
C A C                          SPA POOL,2024-10-06,,23201 SHERMAN WAY ,WEST HILLS,PR0049191
CASA GRANDE SWIMMING POOL,2024-12-26,,3649 GARNET ST ,TORRANCE,PR0060439
ARNAZ PLAZA HOA ASSOC.         SPA POOL,2021-08-24,,412 S ARNAZ DR ,LOS ANGELES,PR0048819
EGG ROLL KING,2025-02-25,90,219 E COMPTON BLVD # C-7,COMPTON,PR0011856
TOPANGA VILLAGE CONDO          SPA POOL,2024-08-15,,7900 TOPANGA CANYON BLVD ,CANOGA PARK,PR0059184
CASTELLANA III APTS SWIMMING POOL,2023-05-11,,3710 GARNET ST ,TORRANCE,PR0049975
HAPPY TUESDAY,2024-06-15,92,1883 DALY ST #102,LOS ANGELES,PR0122065
PALOS VERDES VILLAS,2023-07-19,,16852 S PASSAGE AVE ,PARAMOUNT,PR0079060
SYLVIA'S CATERING,2025-07-14,97,5959 MAYWOOD AVE ,HUNTINGTON PARK,PR0139454
VILLA SORRENTO,2025-04-12,,23450 MADISON ST ,TORRANCE,PR0136054
ICEE MIX IT UP,2024-08-30,100,111 RAGING WATERS DR ,SAN DIMAS,PR0000848
SOUTH GATE AM/PM,2026-02-18,97,8904 LONG BEACH BLVD,SOUTH GATE,PR0123092
WINDSOR PARK HOA - SPA POOL,2025-08-06,,20737 ROSCOE BLVD ,WINNETKA,PR0057603
CEDARWOOD III HOA,2021-05-14,,9438 E CEDAR ST ,BELLFLOWER,PR0032799
NANCY'S WATER,2025-08-26,95,7848 PACIFIC BLVD STE B2,HUNTINGTON PARK,PR0005519
JACK IN THE BOX,2025-04-23,95,20037 VENTURA BLVD ,WOODLAND HILLS,PR0039170
STARBUCKS COFFEE #8636,2024-08-14,98,8924 LONG BEACH BLVD ,SOUTH GATE,PR0022013
SAN FERNANDO PANADERIA,2025-09-17,95,313 S MACLAY AVE ,SAN FERNANDO,PR0015180
EMERALD GREEN APTS SWIMMING POOL,2024-09-19,,3621 EMERALD ST ,TORRANCE,PR0049964
THE TENNIS CLUB CONDOS,2023-05-18,,27980 S WESTERN AVE ,SAN PEDRO,PR0009068
YOSEMITE SWIMMING POOL,2024-08-28,,1840 YOSEMITE DR ,LOS ANGELES,PR0124555
GLASSELL SWIMMING POOL,2024-09-03,,3704 VERDUGO RD ,LOS ANGELES,PR0124566
PIPELINE PIZZA EXPRESS,2025-08-22,97,111 RAGING WATERS DR ,SAN DIMAS,PR0021024
PICKWICKS PUB,2025-03-20,95,21010 VENTURA BLVD ,WOODLAND HILLS,PR0023593
MCCAMBRIDGE PARK POOL SWIMMING POOL,2024-01-31,,1515 N GLENOAKS BLVD ,BURBANK,PR0123617
GRAUMAN THEATER,2024-11-13,97,6925 HOLLYWOOD BLVD ,LOS ANGELES,PR0022994
SEAFOOD MARKET,2026-04-01,81,1100 N VERMONT AVE STE #12,LOS ANGELES,PR0025487
605 S VERDUGO RD APTS SWIMMING POOL,2025-04-10,,605 S VERDUGO RD ,GLENDALE,PR0051990
JACK IN THE BOX #249,2024-12-18,94,11390 S ATLANTIC AVE ,LYNWOOD,PR0032588
SHADE LANE VILLA HOMEOWNERS    SPA POOL,2022-08-26,,8201 S ROSEMEAD BLVD ,PICO RIVERA,PR0055776
ROCKS COCKTAIL LOUNGE,2024-06-27,99,10919 E ALONDRA BLVD ,NORWALK,PR0005530
BELSHIRE GARDENS,2022-08-31,,21833 S BELSHIRE AVE ,HAWAIIAN GARDENS,PR0033448
CAPECOD VILLAGE NORTH,2021-05-14,,21812 S BELSHIRE AVE ,HAWAIIAN GARDENS,PR0031053
HOME OWNERS ASSOCIATION,2021-05-14,,21825 BELSHIRE AVE ,HAWAIIAN GARDENS,PR0025926
SHADE LANE VILLA HOMEOWNERS,2022-02-17,,8201 S ROSEMEAD BLVD ,PICO RIVERA,PR0045965
WESTMONT NORTH #4 SWIMMING POOL,2024-09-18,,1301 WESTMONT DR ,SAN PEDRO,PR0056579
TALLY HO SPA POOL,2024-10-29,,3922 EMERALD ST ,TORRANCE,PR0053630
"GONZALEZ,RUIZ JOSE",2024-06-14,85,940 S LORENA ST ,LOS ANGELES,PR0004361
ANDY PIZZA,2025-10-09,90,6700 S CENTRAL AVE ,LOS ANGELES,PR0014059
KITCHEN MOUSE,2026-03-04,94,5904 N FIGUEROA ST,LOS ANGELES,PR0146532
WESTMONT NORTH #3,2023-04-13,,2001 STONEWOOD CT ,SAN PEDRO,PR0015100
WESTMONT NORTH # 1,2023-04-13,,1220 WESTMONT DR ,SAN PEDRO,PR0033719
WESTMONT NORTH #4,2023-04-13,,1301 WESTMONT DR ,SAN PEDRO,PR0044460
KING'S MARKET,2026-01-26,94,8000 S WESTERN AVE ,LOS ANGELES,PR0017176
NEO'S MEATS,2026-01-15,96,604 S LONG BEACH BLVD ,COMPTON,PR0128721
PACIFIC PARK - THE COFFEE BEAN & TEA LEAF,2023-08-08,93,380 SANTA MONICA PIER ,SANTA MONICA,PR0033734
LA FORTUNA MARKET,2024-08-07,95,3378 GRIFFIN AVE,LOS ANGELES,PR0292162
DING TEA,2025-11-19,81,8762 WASHINGTON BLVD,PICO RIVERA,PR0292298
DOLLAR TREE #10392,2024-08-08,90,938 S GAFFEY ST,SAN PEDRO,PR0292750
SUBWAY,2025-01-29,97,14304 OCEAN GATE AVE,HAWTHORNE,PR0284363
7-11,2024-09-06,93,844 E AVE J JCT,LANCASTER,PR0288049
RAINBOWS DONUTS,2025-09-24,92,8536 LONG BEACH BLVD,LONG BEACH,PR0292601
TE AMON PIZZA AND SWEETS,2024-08-07,90,4714 GAGE AVE 5-6,BELL,PR0292620
DANNY BOY'S PIZZA WESTWOOD,2025-09-16,96,10889 LIND BROOK DR DR,LOS ANGELES,PR0292480
